,Toponym Variant,Authority Name,MoEML @xml:id,Agas Map,All Variants (alternate names and variant spellings),Location category
3967,pariſh of S. Sepulchers,St. Sepulchre,STSE2,Agas Map,Church of S. Sepulchers | church of Saint Sepulchre | pariſh of S. Sepulcher | pariſh of S. Sepulchers | Pulchre’s Church | S. Sepulcher | S. Sepulchers Church | S. Sepulchre | Saint ſepulchers Church | Saint Sepulchres church | St. Sepulchre | St. Sepulchre’s Church,Churches
3968,Pariſh of S. Sepulchre,St. Sepulchre (Parish),STSE102, ,Pariſh of S. Sepulchre | Parish of St. Sepulcher’s | Sepulchers pariſh | Sepulkars parryshe | St. Sepulchre parish,Parishes
3969,pariſh of S. Trinítie,Holy Trinity the Less,HOLY3,Agas Map,"Church of the holy Trinitie | church of the Trinity | holy Trinitie | Holy Trinitie in London | Holy Trinity the Less | Holy Trinity, Queenhithe | pariſh of S. Trinítie | Priorie of the holy Trinitie | Trinitie Church",Churches
3970,Pariſh of Saint Andrew,St. Andrew by the Wardrobe,STAN7,Agas Map,"Church of Andrew in the Wardrobe | church of S. Andrew in yͤ Wardrobe | Church of Saint Andrew by the Wardrobe | pariſh of S. Andrew, next to Baynard Caſtle | Pariſh of Saint Andrew | S. Andrew by the Wardrobe | Saint Andrew by the Wardrope | St. Andrew by the Wardrobe",Churches
3971,Pariſh of Saint Anne,St. Anne Blackfriars,STAN11, ,church of S. Anne | Pariſh of Saint Anne | S. Anne at the blacke Fryers | St. Anne Blackfriars | St. Anne’s Church,Churches
3972,pariſh of Saint Laurence Poultney,St. Laurence Poultney,STLA6,Agas Map,"church of S. Laurence | church of S. Laurence Poultney | Church of S. Laurence Pountney | churchyarde of S. Laurence Poultney | Marchantaylors ſchoole | Pariſh church of Saint Lawrence | pariſh of Saint Laurence Poultney | S. Laurence churchyard | S. Laurence Pountney | S. Lawrence Poultney | St. Laurence, Pountney | St. Lawrence Poultney | St. Lawrence Pountney",Churches
3973,pariſh of Saint Margaret,St. Margaret (Westminster),STMA4,Agas Map,church of S. Margaret | pariſh Church of S. Margaret | Pariſh church of S. Margaret | pariſh of Saint Margaret | S. Margaret | S. Margrets,Churches
3974,Pariſh of Saint Mary Magdalen,St. Mary Magdalen (Old Fish Street),STMA34,Agas Map,"church | church of S. Mary Magdalen | Church of Saint Mary Magdalen | pariſh of S. Mary Magdalen, in olde Fiſhſtreete | Pariſh of Saint Mary Magdalen | Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete | Parrish Church of S. Mary Magdalen | Parrish Church of Saint Mary Magdalen | S. Magdalens Church | S. Mary Magdalen | S. Mary Magdalens | Saint Mary Magdalen | Saint Mary Magdalens | Saint Mary Magdalens by olde Fiſhſtréete | Saint Mary Maudlins Church | Sant Mary Magdalens Church | St. Mary Magdalen Old Fish Street | St. Mary Magdalen, Old Fish Street",Churches
3975,Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete,St. Mary Magdalen (Old Fish Street),STMA34,Agas Map,"church | church of S. Mary Magdalen | Church of Saint Mary Magdalen | pariſh of S. Mary Magdalen, in olde Fiſhſtreete | Pariſh of Saint Mary Magdalen | Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete | Parrish Church of S. Mary Magdalen | Parrish Church of Saint Mary Magdalen | S. Magdalens Church | S. Mary Magdalen | S. Mary Magdalens | Saint Mary Magdalen | Saint Mary Magdalens | Saint Mary Magdalens by olde Fiſhſtréete | Saint Mary Maudlins Church | Sant Mary Magdalens Church | St. Mary Magdalen Old Fish Street | St. Mary Magdalen, Old Fish Street",Churches
3976,pariſh of Saint Mary Mounthaunte,St. Mary Mounthaw,STMA44, ,Church of S. Mary de Mounte Alto | Mounthaunte | pariſh of Saint Mary Mounthaunte | S. Mary Mounthaunt | Saint Mary Monte Alto | St. Mary Mounthaw,Churches
3977,Pariſh of Saint Mary Somerſhithe,St. Mary Somerset,STMA35,Agas Map,By Gods houſe by broken wharffe | church of Saint Mary Summerſet | churchyard of S. Mary Sommerſet | pariſh of Mary Summerſet | Pariſh of Saint Mary Somerſhithe | S. Mary at Sommers hith | St. Mary Somerset | Summers Hithe | Sūmers Hithe,Churches
3978,Parish of St. Andrew’s Holborn,St. Andrew Holborn (Parish),STAN101, ,Androwe in holberne | Androwes in Holborne | Parish of St. Andrew’s Holborn | St. Andrew Holborn parish,Parishes
3979,"Parish of St. Anne’s, Westminster",St. Anne’s (Westminster) (Parish),STAN127, ,"Parish of St. Anne’s, Westminster",Parishes
3980,Parish of St. Dunstan’s Stepney,St. Dunstan’s Stepney (Parish),DUNS101, ,Parish of St. Dunstan’s Stepney | St. Dunstan’s Stepney parish,Parishes
3981,"Parish of St. George’s, Hannover Square",St. George’s (Hannover Square) (Parish),STGE105, ,"Parish of St. George’s, Hannover Square",Parishes
3982,Parish of St. Giles Cripplegate,St. Giles (Cripplegate) (Parish),STGI103, ,"Giles without Criplegate | gylles at chriplegate | pariſh of S. Giles | Parish of St. Giles Cripplegate | parriſh church of S. Giles | S. Giles without Cripple gate | St. Giles, Cripplegate parish",Parishes
3983,Parish of St. Giles in the Fields,St. Giles in the Fields (Parish),STGI102, ,Giles in the Fieldes | Parish of St. Giles in the Fields | St. Giles in the Fields parish,Parishes
3984,Parish of St. Helen’s,St. Helen (Parish),STHE101, ,Hellens within Biſhopſg. | hellyns parryshe | Parish of St. Helen’s | St. Helen parish,Parishes
3985,"Parish of St. James’s, Westminster",St. James’s (Westminster),STJA7, ,"Parish of St. James’s, Westminster",Churches
3986,Parish of St. Margaret’s Westminster,St Margaret’s (Westminster) (Parish),STMA104, ,Parish of St. Margaret’s Westminster,Parishes
3987,Parish of St. Martin in the Fields,St. Martin in the Fields (Parish),STMA118, ,Martin in the Fieldes | Martyn in the ffelde | Parish of St. Martin in the Fields | St. Martin in the Fields parish,Parishes
3988,Parish of St. Mary Rotherhith,St. Mary Rotherhithe (Parish),STMA152, ,Parish of St. Mary Rotherhith | St. Mary Rotherhithe parish,Parishes
3989,parish of St. Mary-at-Hill,St. Mary-At-Hill (Parish),STMA149, ,Mary at the hill | Marye at hyll | parish of St. Mary-at-Hill | St. Mary atte Hille | St. Mary-At-Hill | St. Mary-At-Hill parish,Parishes
3990,Parish of St. Olave,St. Olave Southwark (Parish),STOL101, ,Church of St. Olave | Olaues in Southwarke | Olyve in sowthewarke | Parish of St. Olave | St. Olave Southwark parish | St. Olave’s Church,Parishes
3991,Parish of St. Paul’s Covent Garden,St. Paul’s (Covent Garden) (Parish),STPA1015, ,Parish of St. Paul’s Covent Garden,Parishes
3992,Parish of St. Sepulcher’s,St. Sepulchre (Parish),STSE102, ,Pariſh of S. Sepulchre | Parish of St. Sepulcher’s | Sepulchers pariſh | Sepulkars parryshe | St. Sepulchre parish,Parishes
3993,Pariſh of Stebunheth,St. Dunstan’s (Stepney),DUNS1, ,Pariſh of Stebunheth | St. Dunstan’s Stepney,Churches
3994,Pariſh of the Holy Trinitie,Holy Trinity Priory,HOLY1,Agas Map,Bleſſed Trinitie | Chappell of S. Michaell | Chriſt church | Christ Church | Chriſtes church | Chriſtes Church | Chriſts Church | Chrychur. | Church and Canons of the Holy Trinitie | Church of the holy Trinitie | Church of the Holy Trinitie | church of the Holy Trinity | Church of the Trinitie | Crychur | Crychur. | Holy Cross | Holy Croſſe | Holy Roode | Holy Roode Pariſh | holy Trinitie | holy Trinitie within Aldgate | holy Trinitie within Ealdegate | holy Trinity | Holy Trinity | Holy Trinity Church | Holy Trinity Prior | Holy Trinity Priory | Holy Trinity Priory. | houſe of the holieTrinitie | iorie of the Trinitie within Ealdgate | P | Pariſh of the Holy Trinitie | Parish of the holy Trinitie | pariſh of the Trinitie | Prior and Chanons of the holy Trinitie | Prior and Couent of the Holy Trinitie | Prior of the Holy Trinity | Priorie | Priorie of the holie Trinitie | Priorie of the Holy Trinitie | Priorie of the holy Trinitie | Priorie of the holy Trinity | Priorie of the Trinitie | Priors of the holy Trinitie | Priory | Priory of the Holy Trinity | Priory of the Trinitie | S. Katherine | S. Marie Magdalen | S. Michael | Trinitie | Trinitie Church,Parishes
3995,Parish of the holy Trinitie,Holy Trinity Priory,HOLY1,Agas Map,Bleſſed Trinitie | Chappell of S. Michaell | Chriſt church | Christ Church | Chriſtes church | Chriſtes Church | Chriſts Church | Chrychur. | Church and Canons of the Holy Trinitie | Church of the holy Trinitie | Church of the Holy Trinitie | church of the Holy Trinity | Church of the Trinitie | Crychur | Crychur. | Holy Cross | Holy Croſſe | Holy Roode | Holy Roode Pariſh | holy Trinitie | holy Trinitie within Aldgate | holy Trinitie within Ealdegate | holy Trinity | Holy Trinity | Holy Trinity Church | Holy Trinity Prior | Holy Trinity Priory | Holy Trinity Priory. | houſe of the holieTrinitie | iorie of the Trinitie within Ealdgate | P | Pariſh of the Holy Trinitie | Parish of the holy Trinitie | pariſh of the Trinitie | Prior and Chanons of the holy Trinitie | Prior and Couent of the Holy Trinitie | Prior of the Holy Trinity | Priorie | Priorie of the holie Trinitie | Priorie of the Holy Trinitie | Priorie of the holy Trinitie | Priorie of the holy Trinity | Priorie of the Trinitie | Priors of the holy Trinitie | Priory | Priory of the Holy Trinity | Priory of the Trinitie | S. Katherine | S. Marie Magdalen | S. Michael | Trinitie | Trinitie Church,Parishes
3996,pariſh of the Trinitie,Holy Trinity Priory,HOLY1,Agas Map,Bleſſed Trinitie | Chappell of S. Michaell | Chriſt church | Christ Church | Chriſtes church | Chriſtes Church | Chriſts Church | Chrychur. | Church and Canons of the Holy Trinitie | Church of the holy Trinitie | Church of the Holy Trinitie | church of the Holy Trinity | Church of the Trinitie | Crychur | Crychur. | Holy Cross | Holy Croſſe | Holy Roode | Holy Roode Pariſh | holy Trinitie | holy Trinitie within Aldgate | holy Trinitie within Ealdegate | holy Trinity | Holy Trinity | Holy Trinity Church | Holy Trinity Prior | Holy Trinity Priory | Holy Trinity Priory. | houſe of the holieTrinitie | iorie of the Trinitie within Ealdgate | P | Pariſh of the Holy Trinitie | Parish of the holy Trinitie | pariſh of the Trinitie | Prior and Chanons of the holy Trinitie | Prior and Couent of the Holy Trinitie | Prior of the Holy Trinity | Priorie | Priorie of the holie Trinitie | Priorie of the Holy Trinitie | Priorie of the holy Trinitie | Priorie of the holy Trinity | Priorie of the Trinitie | Priors of the holy Trinitie | Priory | Priory of the Holy Trinity | Priory of the Trinitie | S. Katherine | S. Marie Magdalen | S. Michael | Trinitie | Trinitie Church,Parishes
3997,Parke of S. Iames,St. James Park,STJA1,Agas Map,Parke of S. Iames | S. Iames | S. Iames Parke | St. James Park | Tylt,Sites
3998,Parliament houſe,Westminster Palace,WEST5,Agas Map,Colledge of S. Stephen at Weſtminſter | houſe at Weſtminſter | Kinges Pallace at Weſtminſter | Kings principall Pallace | palace at Weſtminſter | Palace of Westminster | Pallace at Weſtminſter | Pallace Court | Pallace court | Pallace of Weſtminſter | Parliament houſe | VVestminster | Weſtminſter | Westminster | Weſtminster | Weſtminſter Hall | Westminster Palace,Sites
3999,Parriſh Church of S. Buttolph,St. Botolph (Billingsgate),STBO4,Agas Map,"church of S. Buttolph | pariſh of S. Buttolph | Parriſh Church of S. Buttolph | parriſh of S. Buttolph | S. Buttolphe by Billinſgate | St. Botolph, Billingsgate | St. Botolph’s | St. Botolph’s Church",Churches
4000,parriſh church of S. Giles,St. Giles (Cripplegate) (Parish),STGI103, ,"Giles without Criplegate | gylles at chriplegate | pariſh of S. Giles | Parish of St. Giles Cripplegate | parriſh church of S. Giles | S. Giles without Cripple gate | St. Giles, Cripplegate parish",Parishes
4001,Parriſh Church of S. Magnus,St. Magnus,STMA1,Agas Map,church of S. Magnus | pariſh of S. Magnus | Parriſh Church of S. Magnus | S. Magnus | S. Magnus church | S. Magnus Church | S. MagnusChurch | ſaint Magnus | ſaint Magnus Church | sant Magnus London | St. Magnus | St. Magnus the Martyr | St. Magnus’ Corner | St. Magnus’s | St. Magnus’s Church,Churches
4002,Parrish Church of S. Mary Magdalen,St. Mary Magdalen (Old Fish Street),STMA34,Agas Map,"church | church of S. Mary Magdalen | Church of Saint Mary Magdalen | pariſh of S. Mary Magdalen, in olde Fiſhſtreete | Pariſh of Saint Mary Magdalen | Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete | Parrish Church of S. Mary Magdalen | Parrish Church of Saint Mary Magdalen | S. Magdalens Church | S. Mary Magdalen | S. Mary Magdalens | Saint Mary Magdalen | Saint Mary Magdalens | Saint Mary Magdalens by olde Fiſhſtréete | Saint Mary Maudlins Church | Sant Mary Magdalens Church | St. Mary Magdalen Old Fish Street | St. Mary Magdalen, Old Fish Street",Churches
4003,Parrish Church of Saint Mary Magdalen,St. Mary Magdalen (Old Fish Street),STMA34,Agas Map,"church | church of S. Mary Magdalen | Church of Saint Mary Magdalen | pariſh of S. Mary Magdalen, in olde Fiſhſtreete | Pariſh of Saint Mary Magdalen | Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete | Parrish Church of S. Mary Magdalen | Parrish Church of Saint Mary Magdalen | S. Magdalens Church | S. Mary Magdalen | S. Mary Magdalens | Saint Mary Magdalen | Saint Mary Magdalens | Saint Mary Magdalens by olde Fiſhſtréete | Saint Mary Maudlins Church | Sant Mary Magdalens Church | St. Mary Magdalen Old Fish Street | St. Mary Magdalen, Old Fish Street",Churches
4004,"Parriſh of S, Stephen",St. Stephen Walbrook,STST1,Agas Map,"Chappell of S. Stephen | Church of S. Stephen | church of S. Stephen by Walbrook | pariſh church of S. Stephen vppon Walbrooke | Parriſh of S, Stephen | Parſonage houſe | S. Stephen by Walbrooke | S. Stephen vppon walbrooke | St. Stephen Walbrook",Churches
4005,parriſh of S. Buttolph,St. Botolph (Billingsgate),STBO4,Agas Map,"church of S. Buttolph | pariſh of S. Buttolph | Parriſh Church of S. Buttolph | parriſh of S. Buttolph | S. Buttolphe by Billinſgate | St. Botolph, Billingsgate | St. Botolph’s | St. Botolph’s Church",Churches
4006,Parſonage houſe,St. Stephen Walbrook,STST1,Agas Map,"Chappell of S. Stephen | Church of S. Stephen | church of S. Stephen by Walbrook | pariſh church of S. Stephen vppon Walbrooke | Parriſh of S, Stephen | Parſonage houſe | S. Stephen by Walbrooke | S. Stephen vppon walbrooke | St. Stephen Walbrook",Churches
4007,Paſſekes,Passeke’s Wharf,PASS1, ,Paſſekes | Paſſekes Wharfe,Sites
4008,Paſſekes Wharfe,Passeke’s Wharf,PASS1, ,Paſſekes | Paſſekes Wharfe,Sites
4009,Pasternosterlane,Bow Lane,BOWL1,Agas Map,Bow | Bow lane | Bow Lane | Bow ſteeple | Bowe Lane | Bowlane | Church lane | College Street | Cordwainer ſtreete | Eldebowelane | Hoſiar lane | le Bowe | Pasternosterlane | Paternoster (cherche) lane | Paternostercherchelane,Streets
4010,Pater noſter church in the Royal,St. Michael Paternoster Royal,STMI7,Agas Map,church of S. Michæl | church of S. Michæls pater noſter | pariſh of S. Michæll de pater noſter | Pater noſter church in the Royal | S. Michæl Pater noſter in the Royall | S. Michæls church | St. Michael Paternoster Royal,Churches
4011,Pater noſter lane,College Hill,COLL1,Agas Map,College Hill | La Riole | Le Riall | Pater noſter lane | Paternosterstret(e),Streets
4012,Pater noſter row,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
4013,Pater Noſter Row,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
4014,Pater noſter Row,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
4015,Pater Noſter Rowe,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
4016,Pater noſter Rowe,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
4017,Paternoster (cherche) lane,Bow Lane,BOWL1,Agas Map,Bow | Bow lane | Bow Lane | Bow ſteeple | Bowe Lane | Bowlane | Church lane | College Street | Cordwainer ſtreete | Eldebowelane | Hoſiar lane | le Bowe | Pasternosterlane | Paternoster (cherche) lane | Paternostercherchelane,Streets
4018,Paternoster Row,Paternoster Row,PATE1,Agas Map,Pater noſter row | Pater Noſter Row | Pater noſter Row | Pater Noſter Rowe | Pater noſter Rowe | Paternoster Row,Streets
